precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
01-010-0001,Брестская,Брест - Ленинский,Брест,52.0895973,23.6801463,1656.0,1329.0,1319,252.0,4.0,1063.0,21.0,16,464,701,16.0,96.0,5.0,1660.0,1.0,330.0,False,,0.5314632297194845,0.802536231884058,0.35178165276724793,False
01-010-0002,Брестская,Брест - Ленинский,Брест,52.0912682,23.6527775,2646.0,2249.0,2249,707.0,37.0,1505.0,43.0,25,994,948,32.0,194.0,13.0,2670.0,0.0,421.0,False,1.0,0.42152067585593594,0.8499622071050642,0.44197421076033794,False
01-010-0004,Брестская,Брест - Ленинский,Брест,52.0986745,23.6543397,1805.0,1717.0,1714,537.0,42.0,1135.0,32.0,26,1125,395,24.0,97.0,15.0,1880.0,0.0,163.0,False,,0.23045507584597433,0.9512465373961219,0.6563593932322054,False
01-010-0005,Брестская,Брест - Ленинский,Брест,52.099575,23.649951,2270.0,2122.0,2122,863.0,23.0,1236.0,42.0,21,1506,412,50.0,91.0,,,,,False,3.0,0.1941564561734213,0.9348017621145375,0.7097078228086711,False
01-010-0006,Брестская,Брест - Ленинский,Брест,52.1053664,23.6468271,2746.0,2383.0,2383,507.0,20.0,1856.0,53.0,28,923,1157,48.0,174.0,,,,,False,7.0,0.4855224506924045,0.8678077203204662,0.3873268988669744,False
01-010-0007,Брестская,Брест - Ленинский,Брест,52.1049001,23.650959699999998,2319.0,1829.0,1829,249.0,56.0,1524.0,43.0,19,567,1010,44.0,146.0,,,,,True,8.0,0.5522143247676325,0.7887020267356619,0.31000546746856206,False
01-010-0008,Брестская,Брест - Ленинский,Брест,52.114470000000004,23.6462914,1955.0,1772.0,1772,297.0,56.0,1419.0,34.0,34,803,782,41.0,78.0,,,,,False,,0.44130925507900676,0.9063938618925831,0.45316027088036115,False
01-010-0010,Брестская,Брест - Ленинский,Брест,52.124714700000006,23.6723869,1107.0,974.0,973,336.0,6.0,631.0,22.0,10,441,443,10.0,47.0,,,,,False,,0.4552929085303186,0.8798554652213189,0.45323741007194246,False
01-010-0011,Брестская,Брест - Ленинский,Брест,52.1279828,23.652614399999997,1995.0,1807.0,1807,691.0,13.0,1103.0,26.0,19,984,682,15.0,81.0,,,,,False,,0.3774211400110681,0.9057644110275689,0.5445489762036525,False
01-010-0015,Брестская,Брест - Ленинский,Брест,52.0866124,23.6998457,1012.0,914.0,911,303.0,26.0,581.0,21.0,9,393,410,21.0,52.0,4.0,1080.0,1.0,168.0,True,7.0,0.4500548847420417,0.9031620553359684,0.4313940724478595,False
01-010-0017,Брестская,Брест - Ленинский,Брест,52.0872516,23.6871449,1442.0,1190.0,1190,235.0,113.0,842.0,6.0,5,608,500,7.0,64.0,0.0,1500.0,0.0,310.0,False,,0.42016806722689076,0.8252427184466019,0.5109243697478991,False
01-010-0020,Брестская,Брест - Ленинский,Брест,52.0904978,23.698413600000002,837.0,624.0,624,139.0,16.0,469.0,16.0,11,199,336,7.0,46.0,9.0,,,,False,4.0,0.5384615384615384,0.7455197132616488,0.3189102564102564,False
01-010-0021,Брестская,Брест - Ленинский,Брест,52.0904978,23.698413600000002,1421.0,1116.0,1116,240.0,94.0,782.0,9.0,11,597,450,14.0,34.0,1.0,1370.0,,254.0,False,5.0,0.4032258064516129,0.7853624208304011,0.5349462365591398,False
01-010-0022,Брестская,Брест - Ленинский,Брест,52.09956879999999,23.701746300000003,1564.0,1256.0,1256,330.0,89.0,837.0,17.0,25,622,518,21.0,49.0,4.0,1580.0,1.0,323.0,False,,0.4124203821656051,0.80306905370844,0.49522292993630573,False
01-010-0023,Брестская,Брест - Ленинский,Брест,52.096310200000005,23.6944235,1673.0,1395.0,1394,490.0,50.0,854.0,42.0,23,776,458,16.0,79.0,,,,,False,,0.3285509325681492,0.8338314405260012,0.5566714490674318,False
01-010-0025,Брестская,Брест - Ленинский,Брест,52.113084,23.7288049,2217.0,1898.0,1898,320.0,40.0,1538.0,36.0,24,548,1107,36.0,130.0,17.0,2310.0,0.0,412.0,False,16.0,0.583245521601686,0.8561118628777628,0.28872497365648053,False
01-010-0027,Брестская,Брест - Ленинский,Брест,52.0994651,23.685671799999998,1407.0,1361.0,1360,409.0,59.0,892.0,19.0,9,761,465,10.0,90.0,6.0,1540.0,0.0,179.0,False,1.0,0.34191176470588236,0.9673063255152807,0.5595588235294118,False
01-010-0028,Брестская,Брест - Ленинский,Брест,52.1028295,23.6845453,1953.0,1659.0,1659,232.0,77.0,1350.0,33.0,35,374,764,29.0,424.0,,,,,False,,0.4605183845690175,0.8494623655913979,0.22543701024713683,False
01-010-0030,Брестская,Брест - Ленинский,Брест,52.1170664,23.6884996,1704.0,1339.0,1339,258.0,24.0,1057.0,18.0,15,778,417,13.0,98.0,,,,,False,1.0,0.31142643764002986,0.7857981220657277,0.5810306198655714,False
01-010-0031,Брестская,Брест - Ленинский,Брест,52.123092,23.69529,2017.0,1906.0,1906,676.0,23.0,1207.0,47.0,56,1012,610,65.0,116.0,,,,,False,5.0,0.3200419727177335,0.9449677739216659,0.5309548793284365,False
01-010-0032,Брестская,Брест - Ленинский,Брест,52.112033600000004,23.6861799,1885.0,1870.0,1870,655.0,98.0,1117.0,47.0,33,920,711,37.0,107.0,15.0,1890.0,3.0,2.0,False,1.0,0.3802139037433155,0.9920424403183024,0.4919786096256685,False
01-010-0034,Брестская,Брест - Ленинский,Брест,52.11352279999999,23.7311379,2543.0,2048.0,2048,369.0,11.0,1668.0,46.0,18,535,1223,62.0,164.0,,,,,False,2.0,0.59716796875,0.805348014156508,0.26123046875,False
01-010-0035,Брестская,Брест - Ленинский,Брест,52.11352279999999,23.7311379,2020.0,1939.0,1938,291.0,49.0,1598.0,26.0,24,608,1111,38.0,115.0,16.0,2060.0,1.0,120.0,False,8.0,0.5732714138286894,0.9599009900990099,0.3137254901960784,False
01-010-0036,Брестская,Брест - Ленинский,Брест,52.1045813,23.646886399999996,2065.0,1608.0,1608,300.0,51.0,1257.0,13.0,15,882,682,8.0,8.0,,,,,False,6.0,0.42412935323383083,0.7786924939467312,0.5485074626865671,False
01-010-0037,Брестская,Брест - Ленинский,Брест,52.1038475,23.6446885,1509.0,1280.0,1280,403.0,41.0,836.0,29.0,23,524,543,24.0,137.0,,,,,False,,0.42421875,0.8482438701126573,0.409375,False
01-010-0040,Брестская,Брест - Ленинский,Брест,52.1279828,23.652614399999997,1820.0,1688.0,1688,640.0,19.0,1029.0,23.0,24,1008,557,28.0,48.0,,,,,False,1.0,0.3299763033175355,0.9274725274725275,0.5971563981042654,False
01-010-0042,Брестская,Брест - Ленинский,Брест,52.12246029999999,23.771532399999998,1570.0,1279.0,1279,348.0,21.0,901.0,13.0,24,629,598,6.0,9.0,,1600.0,,321.0,False,2.0,0.46755277560594216,0.8146496815286625,0.491790461297889,False
01-010-0044,Брестская,Брест - Ленинский,Брест,52.090155100000004,23.678472,1370.0,1066.0,1065,319.0,21.0,725.0,21.0,11,472,473,27.0,56.0,5.0,1330.0,1.0,264.0,False,,0.444131455399061,0.7781021897810219,0.4431924882629108,False
01-011-0003,Брестская,Брест - Московский,Брест,52.0864128,23.7042886,1512.0,1482.0,1482,547.0,25.0,910.0,22.0,47,1150,127,21.0,101.0,14.0,1515.0,1.0,32.0,False,6.0,0.08569500674763833,0.9801587301587301,0.7759784075573549,False
01-011-0005,Брестская,Брест - Московский,Брест,52.0876706,23.705993499999998,979.0,944.0,944,363.0,58.0,523.0,15.0,8,708,143,21.0,43.0,6.0,982.0,1.0,37.0,False,5.0,0.15148305084745764,0.9642492339121552,0.75,False
01-011-0007,Брестская,Брест - Московский,Брест,52.0907723,23.7044747,2450.0,2139.0,2139,435.0,17.0,1687.0,22.0,19,841,1026,28.0,203.0,,,,,False,2.0,0.4796633941093969,0.873061224489796,0.39317438055165965,False
01-011-0008,Брестская,Брест - Московский,Брест,52.0922565,23.718051000000003,1570.0,1489.0,1486,503.0,46.0,937.0,32.0,16,1058,147,42.0,191.0,,,,,False,,0.09892328398384927,0.9484076433121019,0.7119784656796769,False
01-011-0010,Брестская,Брест - Московский,Брест,52.0966264,23.6979282,2195.0,1858.0,1856,714.0,45.0,1097.0,44.0,19,1096,500,26.0,171.0,,,,,False,6.0,0.26939655172413796,0.8464692482915718,0.5905172413793104,False
01-011-0015,Брестская,Брест - Московский,Брест,52.098346500000005,23.7242782,2543.0,2046.0,2044,425.0,58.0,1561.0,47.0,27,646,1113,42.0,158.0,11.0,2588.0,,542.0,True,2.0,0.5445205479452054,0.8045615414864333,0.31604696673189825,False
01-011-0017,Брестская,Брест - Московский,Брест,52.101321,23.726013100000003,1445.0,1223.0,1223,339.0,30.0,854.0,18.0,10,856,136,12.0,191.0,,,,,False,,0.11120196238757155,0.8463667820069204,0.6999182338511856,False
01-011-0020,Брестская,Брест - Московский,Брест,52.1044557,23.733172399999997,1678.0,1596.0,1595,593.0,96.0,906.0,14.0,17,1196,198,16.0,154.0,,,,,False,5.0,0.12413793103448276,0.9511323003575686,0.7498432601880878,False
01-011-0022,Брестская,Брест - Московский,Брест,52.105631200000005,23.738506899999997,2815.0,2701.0,2701,1012.0,22.0,1667.0,52.0,31,1420,1203,43.0,-48.0,,,,,False,,0.44539059607552756,0.9595026642984015,0.5257312106627176,False
01-011-0030,Брестская,Брест - Московский,Брест,52.1024278,23.759933899999996,2126.0,1881.0,1880,662.0,67.0,1151.0,29.0,22,1412,169,29.0,211.0,8.0,2199.0,,318.0,False,,0.0898936170212766,0.8847601128880527,0.7510638297872341,False
01-011-0032,Брестская,Брест - Московский,Брест,52.1065863,23.766535100000002,1920.0,1701.0,1701,548.0,31.0,1122.0,40.0,12,935,582,43.0,89.0,,,,,False,,0.3421516754850088,0.8859375,0.5496766607877719,False
01-011-0035,Брестская,Брест - Московский,Брест,52.096568,23.7583525,2374.0,2261.0,2256,825.0,56.0,1375.0,50.0,49,1692,316,65.0,74.0,10.0,2283.0,,22.0,False,2.0,0.1400709219858156,0.9524010109519798,0.75,False
01-011-0036,Брестская,Брест - Московский,Брест,52.096568,23.7583525,1445.0,1329.0,1329,475.0,0.0,854.0,20.0,15,831,376,24.0,58.0,5.0,1555.0,0.0,226.0,False,1.0,0.28291948833709557,0.9197231833910035,0.6252821670428894,False
01-011-0037,Брестская,Брест - Московский,Брест,52.104413799999996,23.7656539,1509.0,1280.0,1280,403.0,41.0,836.0,29.0,23,524,543,24.0,137.0,,,,,False,,0.42421875,0.8482438701126573,0.409375,False
01-011-0038,Брестская,Брест - Московский,Брест,52.104413799999996,23.7656539,1211.0,1042.0,1042,262.0,39.0,741.0,21.0,17,380,510,18.0,88.0,8.0,1176.0,1.0,133.0,False,3.0,0.4894433781190019,0.8604459124690339,0.3646833013435701,False
01-011-0041,Брестская,Брест - Московский,Брест,52.111335499999996,23.7780497,1500.0,1487.0,1487,485.0,32.0,970.0,28.0,17,793,529,28.0,79.0,13.0,1528.0,0.0,41.0,False,13.0,0.3557498318762609,0.9913333333333333,0.5332885003362475,False
01-011-0042,Брестская,Брест - Московский,Брест,52.111335499999996,23.7780497,1780.0,1731.0,1731,596.0,17.0,1118.0,38.0,20,959,612,30.0,66.0,6.0,1786.0,3.0,52.0,False,9.0,0.3535528596187175,0.9724719101123596,0.5540150202195263,False
01-011-0046,Брестская,Брест - Московский,Брест,52.109479,23.7795375,1811.0,1662.0,1662,664.0,31.0,967.0,24.0,17,1247,231,14.0,129.0,,,,,False,2.0,0.13898916967509026,0.9177250138045279,0.7503008423586041,False
01-011-0047,Брестская,Брест - Московский,Брест,52.107794,23.7830022,2145.0,2145.0,2145,835.0,58.0,1252.0,48.0,33,1136,783,34.0,92.0,19.0,2516.0,1.0,369.0,False,2.0,0.365034965034965,1.0,0.5296037296037296,False
01-011-0048,Брестская,Брест - Московский,Брест,52.1000285,23.7843653,2194.0,1987.0,1987,510.0,4.0,1473.0,37.0,25,1329,541,25.0,30.0,,,,,False,1.0,0.27226975339708104,0.9056517775752051,0.6688475088072471,False
01-011-0049,Брестская,Брест - Московский,Брест,52.1000285,23.7843653,1976.0,1936.0,1919,520.0,11.0,1405.0,28.0,19,661,1055,35.0,121.0,17.0,1950.0,,14.0,False,,0.5497655028660761,0.979757085020243,0.3444502344971339,False
01-011-0058,Брестская,Брест - Московский,Брест,52.099650700000005,23.7636662,2008.0,1646.0,1628,783.0,0.0,845.0,17.0,32,1024,920,15.0,270.0,7.0,2105.0,3.0,456.0,False,,0.5651105651105651,0.8197211155378487,0.628992628992629,False
01-011-0060,Брестская,Брест - Московский,Брест,52.07448529999999,23.7588608,1485.0,1413.0,1413,486.0,11.0,916.0,25.0,31,971,214,36.0,122.0,14.0,1486.0,0.0,73.0,False,,0.15145081387119605,0.9515151515151515,0.6871903750884643,False
01-011-0061,Брестская,Брест - Московский,Брест,52.09707279999999,23.7026343,2310.0,1681.0,1681,514.0,13.0,1154.0,27.0,16,574,869,35.0,144.0,16.0,2251.0,0.0,570.0,False,2.0,0.5169541939321832,0.7277056277056277,0.34146341463414637,False
01-011-0062,Брестская,Брест - Московский,Брест,52.0652935,23.7431543,2118.0,1895.0,1895,646.0,13.0,1236.0,30.0,12,1192,505,23.0,114.0,19.0,2126.0,3.0,228.0,False,11.0,0.26649076517150394,0.8947119924457035,0.629023746701847,False
01-011-0063,Брестская,Брест - Московский,Брест,52.09707279999999,23.7026343,2977.0,2750.0,2735,965.0,19.0,1751.0,47.0,24,1387,1028,51.0,181.0,17.0,2890.0,1.0,139.0,False,1.0,0.37586837294332726,0.9237487403426268,0.5071297989031078,False
01-011-0065,Брестская,Брест - Московский,Брест,52.079875200000004,23.7498984,1511.0,1290.0,1256,503.0,21.0,732.0,21.0,24,939,162,12.0,98.0,,,,,False,1.0,0.12898089171974522,0.8537392455327598,0.7476114649681529,False
01-011-0066,Брестская,Брест - Московский,Брест,52.079875200000004,23.7498984,2525.0,2107.0,2104,774.0,15.0,1315.0,41.0,22,1432,498,41.0,57.0,13.0,2657.0,4.0,546.0,False,,0.23669201520912547,0.8344554455445544,0.6806083650190115,False
01-011-0070,Брестская,Брест - Московский,Брест,52.078373299999996,23.743935500000003,1821.0,1601.0,1596,786.0,23.0,787.0,32.0,17,1251,86,98.0,112.0,,,,,False,,0.05388471177944862,0.8791872597473915,0.7838345864661654,False
01-011-0072,Брестская,Брест - Московский,Брест,52.0745078,23.724138699999997,2220.0,2055.0,2055,526.0,5.0,1524.0,25.0,17,1434,402,27.0,150.0,,,,,False,2.0,0.19562043795620437,0.9256756756756757,0.6978102189781021,False
01-011-0073,Брестская,Брест - Московский,Брест,52.0745078,23.724138699999997,1842.0,1663.0,1661,657.0,2.0,1002.0,33.0,35,1324,71,17.0,181.0,,,,,False,4.0,0.042745334136062615,0.9028230184581976,0.7971101745936183,False
01-011-0074,Брестская,Брест - Московский,Брест,52.073629,23.727128,2181.0,2059.0,2059,661.0,36.0,1362.0,24.0,21,1545,267,32.0,170.0,,,,,False,,0.1296745993200583,0.9440623567171023,0.7503642544924721,False
01-011-0075,Брестская,Брест - Московский,Брест,52.071874,23.7016813,2456.0,2413.0,2409,887.0,16.0,1506.0,38.0,19,1595,473,40.0,179.0,65.0,2466.0,2.0,51.0,False,5.0,0.1963470319634703,0.9824918566775245,0.6621004566210046,False
01-011-0076,Брестская,Брест - Московский,Брест,52.071874,23.7016813,2403.0,2343.0,2291,828.0,2.0,1461.0,34.0,21,1422,714,36.0,64.0,,,,,False,3.0,0.3116542994325622,0.9750312109862672,0.6206896551724138,False
01-011-0077,Брестская,Брест - Московский,Брест,52.0680304,23.6982466,2325.0,2168.0,2168,798.0,0.0,1370.0,33.0,17,1626,332,40.0,108.0,18.0,2329.0,0.0,161.0,False,1.0,0.15313653136531366,0.9324731182795699,0.75,False
01-011-0078,Брестская,Брест - Московский,Брест,52.0677178,23.7295524,2732.0,2482.0,2482,761.0,12.0,1705.0,48.0,20,1568,751,22.0,51.0,22.0,2751.0,4.0,269.0,False,6.0,0.30257856567284447,0.9084919472913616,0.6317485898468976,False
01-011-0079,Брестская,Брест - Московский,Брест,52.0677178,23.7295524,2420.0,2152.0,2152,756.0,15.0,1380.0,49.0,45,1342,571,25.0,107.0,11.0,2420.0,1.0,268.0,False,,0.2653345724907063,0.8892561983471075,0.6236059479553904,False
01-011-0080,Брестская,Брест - Московский,Брест,52.0685274,23.7288299,2715.0,2440.0,2437,820.0,7.0,1610.0,25.0,21,1628,672,29.0,50.0,12.0,2847.0,3.0,404.0,False,9.0,0.2757488715633976,0.8987108655616943,0.6680344686089454,False
01-011-0081,Брестская,Брест - Московский,Брест,52.0685274,23.7288299,2999.0,2999.0,2998,927.0,5.0,2066.0,132.0,81,2006,639,48.0,92.0,,,,,False,7.0,0.21314209472981988,1.0,0.6691127418278853,False
01-011-0087,Брестская,Брест - Московский,Брест,52.0566371,23.737046600000003,2398.0,1942.0,1940,303.0,5.0,1631.0,43.0,22,499,1155,34.0,164.0,22.0,2427.0,1.0,484.0,False,,0.595360824742268,0.8098415346121768,0.2572164948453608,False
01-011-0088,Брестская,Брест - Московский,Брест,52.044859,23.700037,2841.0,2686.0,2686,956.0,90.0,1640.0,32.0,24,1795,646,38.0,151.0,,,,,False,,0.24050632911392406,0.9454417458641323,0.6682799702159344,False
01-011-0089,Брестская,Брест - Московский,Брест,52.065659499999995,23.689639800000002,2150.0,1991.0,1991,708.0,38.0,1245.0,39.0,26,1494,149,62.0,201.0,20.0,2157.0,5.0,161.0,False,1.0,0.07483676544450026,0.926046511627907,0.7503766951280764,False
01-047-0004,Брестская,Барановичи,Барановичи,53.136411200000005,25.989102300000003,1704.0,1442.0,1442,647.0,24.0,771.0,19.0,33,1141,159,13.0,32.0,45.0,1800.0,0.0,358.0,False,,0.11026352288488211,0.846244131455399,0.7912621359223301,False
01-047-0006,Брестская,Барановичи,Барановичи,53.1467995,26.006621300000003,1947.0,1791.0,1791,720.0,27.0,1044.0,59.0,81,1416,108,33.0,94.0,,,,,False,,0.06030150753768844,0.9198767334360555,0.7906197654941374,False
01-047-0009,Брестская,Барановичи,Барановичи,53.153668,26.0052322,1430.0,1230.0,1230,615.0,7.0,608.0,25.0,23,998,45,26.0,113.0,,,,,False,,0.036585365853658534,0.8601398601398601,0.8113821138211382,False
01-047-0012,Брестская,Барановичи,Барановичи,53.153839500000004,26.0089075,1997.0,1691.0,1691,764.0,17.0,910.0,19.0,36,1340,69,21.0,179.0,27.0,2000.0,2.0,307.0,False,15.0,0.04080425783560024,0.8467701552328493,0.7924305144884684,False
01-047-0017,Брестская,Барановичи,Барановичи,53.132916200000004,26.0406191,2112.0,1774.0,1773,674.0,38.0,1061.0,18.0,34,1400,70,17.0,234.0,,,,,False,6.0,0.03948110547095319,0.8399621212121212,0.7896221094190637,False
01-047-0019,Брестская,Барановичи,Барановичи,53.146903200000004,26.0524668,1922.0,1615.0,1615,741.0,30.0,844.0,28.0,21,1275,65,31.0,195.0,,,,,False,,0.04024767801857585,0.840270551508845,0.7894736842105263,False
01-047-0022,Брестская,Барановичи,Барановичи,53.1423184,26.073430899999998,1620.0,1555.0,1555,630.0,12.0,913.0,31.0,47,1260,74,31.0,97.0,15.0,1700.0,0.0,145.0,False,1.0,0.047588424437299034,0.9598765432098766,0.8102893890675241,False
01-047-0023,Брестская,Барановичи,Барановичи,53.1423184,26.073430899999998,1625.0,1542.0,1542,639.0,13.0,890.0,31.0,46,1248,67,31.0,0.0,15.0,1700.0,0.0,158.0,False,1.0,0.04345006485084306,0.9489230769230769,0.8093385214007782,False
01-047-0026,Брестская,Барановичи,Барановичи,53.1327576,26.0780229,1900.0,1623.0,1623,769.0,22.0,832.0,9.0,47,1282,65,23.0,197.0,,,,,True,,0.04004929143561306,0.8542105263157894,0.7898952556993223,False
01-047-0028,Брестская,Барановичи,Барановичи,53.128682,26.067110999999997,2990.0,2871.0,2870,1255.0,124.0,1491.0,42.0,26,2239,143,51.0,340.0,29.0,3000.0,4.0,125.0,False,7.0,0.049825783972125434,0.960200668896321,0.7801393728222996,False
01-047-0030,Брестская,Барановичи,Барановичи,53.1304814,26.052452300000002,2598.0,2301.0,2300,896.0,92.0,1312.0,58.0,16,1633,414,29.0,123.0,27.0,2700.0,1.0,399.0,False,1.0,0.18,0.8856812933025404,0.71,False
01-047-0034,Брестская,Барановичи,Барановичи,53.1170272,26.0336747,2592.0,1970.0,1970,783.0,25.0,1162.0,19.0,39,1556,276,21.0,43.0,16.0,,0.0,730.0,False,,0.1401015228426396,0.7600308641975309,0.7898477157360406,False
01-047-0039,Брестская,Барановичи,Барановичи,53.136123700000006,26.021376500000002,1491.0,1283.0,1280,612.0,21.0,647.0,17.0,8,1021,65,13.0,156.0,,,,,False,5.0,0.05078125,0.8604963112005366,0.79765625,False
01-047-0042,Брестская,Барановичи,Барановичи,53.129598,26.00314,1560.0,1497.0,1497,629.0,63.0,805.0,76.0,81,877,153,89.0,221.0,,,,,False,,0.10220440881763528,0.9596153846153846,0.5858383433533734,False
01-047-0043,Брестская,Барановичи,Барановичи,53.11231579999999,26.018922399999997,2720.0,2357.0,2357,1048.0,23.0,1286.0,23.0,50,1865,177,20.0,222.0,,,,,False,,0.07509546033092915,0.8665441176470589,0.7912600763682648,False
01-047-0045,Брестская,Барановичи,Барановичи,53.1333627,26.0164428,1126.0,1001.0,1001,477.0,17.0,507.0,10.0,17,790,68,16.0,99.0,1.0,1200.0,0.0,199.0,False,2.0,0.06793206793206794,0.88898756660746,0.7892107892107892,False
01-047-0046,Брестская,Барановичи,Барановичи,53.1272622,26.0062628,1670.0,1436.0,1436,769.0,40.0,627.0,14.0,26,1136,59,14.0,187.0,,,,,False,,0.04108635097493036,0.859880239520958,0.7910863509749304,False
01-047-0047,Брестская,Барановичи,Барановичи,53.118735,26.0237307,1986.0,1820.0,1820,806.0,30.0,984.0,18.0,36,1438,75,18.0,235.0,,,,,False,,0.04120879120879121,0.9164149043303121,0.7901098901098901,False
01-047-0048,Брестская,Барановичи,Барановичи,53.120319099999996,26.017959,1442.0,1229.0,1227,468.0,26.0,733.0,9.0,5,950,110,9.0,144.0,,,,,False,17.0,0.08964955175224124,0.8522884882108183,0.7742461287693562,False
01-047-0054,Брестская,Барановичи,Барановичи,53.115326,25.9949354,2880.0,2561.0,2561,1123.0,6.0,1432.0,26.0,52,2015,282,27.0,149.0,10.0,3000.0,0.0,439.0,False,13.0,0.11011323701679032,0.8892361111111111,0.7868020304568528,False
01-047-0056,Брестская,Барановичи,Барановичи,53.1074279,25.9756238,2755.0,2464.0,2452,1156.0,3.0,1293.0,25.0,49,1962,98,23.0,227.0,68.0,3000.0,3.0,533.0,False,8.0,0.0399673735725938,0.8943738656987296,0.8001631321370309,False
01-047-0057,Брестская,Барановичи,Барановичи,53.1074279,25.9756238,1810.0,1619.0,1614,725.0,0.0,889.0,15.0,35,1276,181,12.0,80.0,15.0,2000.0,1.0,380.0,False,,0.11214374225526642,0.894475138121547,0.7905824039653035,False
01-047-0060,Брестская,Барановичи,Барановичи,53.120280099999995,25.9590735,2155.0,1963.0,1955,883.0,31.0,1041.0,14.0,14,1563,233,13.0,104.0,14.0,2300.0,0.0,337.0,False,,0.11918158567774936,0.9109048723897912,0.7994884910485933,False
01-047-0062,Брестская,Барановичи,Барановичи,53.125376,26.0393657,2623.0,2531.0,2531,994.0,14.0,1523.0,21.0,36,1957,354,17.0,139.0,7.0,2700.0,0.0,169.0,False,,0.13986566574476492,0.9649256576439191,0.7732121691031213,False
01-049-0004,Брестская,Березовский,г. Береза,52.54695,24.9817101,1950.0,1911.0,1911,586.0,10.0,1315.0,38.0,133,1438,192,19.0,82.0,9.0,1950.0,7.0,32.0,False,1.0,0.10047095761381476,0.98,0.7524856096284668,False
01-049-0006,Брестская,Березовский,г. Береза,52.5285932,24.9684809,2030.0,1888.0,1887,291.0,104.0,1492.0,13.0,19,1469,300,8.0,78.0,,,,,False,,0.1589825119236884,0.9300492610837439,0.7784843667196608,False
01-049-0008,Брестская,Березовский,г. Береза,52.5421471,24.9549712,1496.0,1311.0,1311,470.0,12.0,829.0,19.0,10,809,382,18.0,57.0,16.0,1535.0,2.0,222.0,False,,0.2913806254767353,0.8763368983957219,0.6170861937452327,False
01-049-0013,Брестская,Березовский,г. Белоозерск,52.4689569,25.1783962,1885.0,1661.0,1661,212.0,205.0,1244.0,38.0,21,594,865,32.0,100.0,11.0,1770.0,2.0,107.0,False,9.0,0.5207706201083685,0.8811671087533156,0.3576158940397351,False
01-049-0014,Брестская,Березовский,г. Белоозерск,52.469468299999996,25.170510500000002,2066.0,1788.0,1788,251.0,43.0,1494.0,35.0,16,899,717,29.0,84.0,8.0,1910.0,2.0,120.0,False,1.0,0.401006711409396,0.8654404646660213,0.5027964205816555,False
01-049-0015,Брестская,Березовский,г. Белоозерск,52.47565720000001,25.174392899999997,2100.0,2026.0,2025,243.0,44.0,1738.0,43.0,25,563,1176,44.0,174.0,,,,,False,,0.5807407407407408,0.9647619047619047,0.2780246913580247,False
01-049-0030,Брестская,Березовский,аг. Пески,52.4926783,25.192385100000003,1027.0,1009.0,1009,239.0,149.0,621.0,23.0,10,442,421,20.0,69.0,24.0,1070.0,0.0,61.0,False,,0.4172447968285431,0.9824732229795521,0.4380574826560951,False
01-050-0001,Брестская,Ганцевичский,г. Ганцевичи,52.754797399999994,26.419846999999997,2533.0,2409.0,2409,1059.0,55.0,1295.0,18.0,28,2212,102,22.0,27.0,,,,,False,,0.04234122042341221,0.9510461902881958,0.9182233291822333,False
01-050-0004,Брестская,Ганцевичский,г. Ганцевичи,52.763170900000006,26.4265662,2097.0,2032.0,2032,871.0,106.0,1055.0,5.0,4,1896,114,6.0,5.0,2.0,2127.0,0.0,95.0,False,2.0,0.05610236220472441,0.9690033381020505,0.9330708661417323,False
01-050-0011,Брестская,Ганцевичский,аг. Мальковичи,52.5353961,26.59579,835.0,720.0,720,351.0,85.0,284.0,14.0,18,495,172,11.0,10.0,,,,,False,,0.2388888888888889,0.8622754491017964,0.6875,False
01-051-0003,Брестская,Дрогичинский,г. Дрогичин,52.1855429,25.1646055,1571.0,1448.0,1448,488.0,161.0,799.0,14.0,47,1175,100,28.0,84.0,,,,,True,,0.06906077348066299,0.9217059197963081,0.81146408839779,False
01-052-0007,Брестская,Жабинковский,г. Жабинка,52.188012799999996,23.971132100000002,1113.0,1001.0,1001,406.0,45.0,550.0,5.0,2,880,72,4.0,29.0,9.0,1160.0,,159.0,False,6.0,0.07192807192807193,0.89937106918239,0.8791208791208791,False
01-053-0021,Брестская,Ивановский,а.г. Мотоль,52.3108723,25.5953837,1155.0,1099.0,1099,276.0,35.0,788.0,20.0,18,504,443,18.0,96.0,,,,,False,,0.4030937215650591,0.9515151515151515,0.4585987261146497,False
01-054-0001,Брестская,Ивацевичский,г. Ивацевичи,52.698077600000005,25.341403500000002,2515.0,2129.0,2129,851.0,49.0,1229.0,89.0,39,869,879,57.0,381.0,,,,,False,,0.4128698919680601,0.8465208747514911,0.4081728511038046,False
01-054-0005,Брестская,Ивацевичский,г. Ивацевичи,52.714895999999996,25.3236393,2989.0,2838.0,2838,895.0,13.0,1930.0,54.0,13,1500,1056,20.0,195.0,,,,,False,,0.37209302325581395,0.9494814319170292,0.5285412262156448,False
01-054-0009,Брестская,Ивацевичский,г.п. Телеханы,52.5153135,25.841877800000002,1600.0,1488.0,1488,631.0,61.0,790.0,28.0,18,877,479,23.0,54.0,9.0,1620.0,,132.0,False,,0.3219086021505376,0.93,0.5893817204301075,False
