precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
05-036-0003,Минская,Молодечненский,Молодечно,54.308418999999994,26.8243435,1736.0,1274.0,1274,441.0,51.0,782.0,28.0,22,576,549,19.0,65.0,15.0,1823.0,,549.0,False,1.0,0.43092621664050235,0.7338709677419355,0.4521193092621664,False
05-036-0004,Минская,Молодечненский,Молодечно,54.3075605,26.8287313,1881.0,1295.0,1294,317.0,40.0,937.0,36.0,16,491,428,26.0,297.0,,,,,False,2.0,0.33075734157650694,0.6884635832004253,0.3794435857805255,False
05-036-0007,Минская,Молодечненский,Молодечно,54.310652000000005,26.8433385,2478.0,2378.0,2378,890.0,39.0,1449.0,44.0,26,1239,909,26.0,134.0,,,,,False,2.0,0.3822539949537426,0.9596448748991122,0.5210260723296888,False
05-036-0010,Минская,Молодечненский,Молодечно,54.30479690000001,26.844636600000005,1624.0,1545.0,1545,565.0,45.0,935.0,6.0,18,880,597,11.0,33.0,,,,,False,4.0,0.3864077669902913,0.9513546798029556,0.56957928802589,False
05-036-0011,Минская,Молодечненский,Молодечно,54.304667,26.852252899999996,1530.0,1238.0,1231,597.0,58.0,583.0,20.0,5,743,404,20.0,35.0,4.0,1515.0,0.0,277.0,False,2.0,0.3281884646628757,0.8091503267973856,0.6035743298131601,False
05-036-0017,Минская,Молодечненский,Молодечно,53.9257481,27.6676364,2131.0,1680.0,1680,958.0,19.0,703.0,32.0,25,1225,319,24.0,55.0,,,,,False,,0.18988095238095237,0.7883622712341624,0.7291666666666666,False
05-036-0020,Минская,Молодечненский,Молодечно,54.317912,26.887976000000002,2644.0,2071.0,2071,782.0,14.0,1275.0,35.0,28,956,886,36.0,130.0,,,,,False,2.0,0.4278126508932883,0.7832829046898638,0.46161274746499276,False
05-036-0021,Минская,Молодечненский,Молодечно,54.2936493,26.848114199999998,2831.0,2383.0,2383,831.0,46.0,1506.0,52.0,24,1583,595,40.0,71.0,18.0,2868.0,0.0,485.0,True,10.0,0.24968527066722618,0.8417520310844224,0.6642887117079311,False
05-036-0023,Минская,Молодечненский,Молодечно,54.304667,26.852252899999996,2229.0,1989.0,1989,891.0,21.0,1077.0,25.0,25,1261,502,29.0,134.0,13.0,2340.0,1.0,350.0,False,,0.2523881347410759,0.892328398384926,0.6339869281045751,False
05-036-0026,Минская,Молодечненский,Молодечно,54.2955905,26.8751335,2627.0,2180.0,2180,998.0,21.0,1182.0,26.0,38,1656,218,83.0,112.0,47.0,2758.0,0.0,578.0,False,,0.1,0.8298439284354777,0.7596330275229358,False
05-036-0027,Минская,Молодечненский,Молодечно,54.2955905,26.8751335,2269.0,1806.0,1804,862.0,20.0,922.0,16.0,19,854,850,12.0,53.0,,,,,False,2.0,0.47117516629711753,0.7959453503746143,0.47339246119733924,False
05-036-0029,Минская,Молодечненский,Молодечно,54.3190309,26.8733124,1617.0,1461.0,1461,386.0,77.0,998.0,23.0,24,620,741,17.0,36.0,,,,,True,,0.5071868583162218,0.9035250463821892,0.4243668720054757,False
05-036-0030,Минская,Молодечненский,Молодечно,54.325598899999996,26.876162199999996,2478.0,1890.0,1890,602.0,70.0,1218.0,20.0,18,1323,455,20.0,40.0,14.0,2586.0,3.0,693.0,False,1.0,0.24074074074074073,0.7627118644067796,0.7,False
05-036-0035,Минская,Молодечненский,Молодечно,54.2994509,26.883022999999998,2710.0,2507.0,2507,824.0,1.0,1682.0,38.0,27,897,1439,28.0,78.0,,,,,True,4.0,0.5739928201037097,0.9250922509225092,0.3577981651376147,False
05-036-0039,Минская,Молодечненский,аг. Березинское,54.2240917,26.6121011,1210.0,1062.0,1062,227.0,31.0,804.0,5.0,3,711,317,4.0,22.0,,,,,False,4.0,0.2984934086629002,0.8776859504132232,0.6694915254237288,False
05-036-0044,Минская,Молодечненский,д. Красное,54.249349699999996,27.078751300000004,785.0,551.0,551,106.0,92.0,353.0,15.0,8,343,130,11.0,29.0,15.0,824.0,,273.0,False,,0.23593466424682397,0.7019108280254777,0.6225045372050817,False
05-036-0051,Минская,Молодечненский,д. Турец-Бояры,54.3783485,26.6581966,1184.0,1114.0,1114,650.0,4.0,460.0,23.0,13,859,90,17.0,102.0,10.0,1242.0,,128.0,False,,0.0807899461400359,0.9408783783783784,0.7710951526032316,False
05-036-0065,Минская,Молодечненский,д. Тюрли,54.2864928,26.8177453,1625.0,1310.0,1310,402.0,122.0,786.0,36.0,23,745,407,,99.0,,,,,False,,0.31068702290076333,0.8061538461538461,0.5687022900763359,False
05-036-0066,Минская,Молодечненский,д. Носилово,54.3082668,26.783254499999998,1644.0,1340.0,1340,320.0,198.0,822.0,6.0,2,1005,314,,13.0,,,,,False,7.0,0.23432835820895523,0.8150851581508516,0.75,False
05-036-0071,Минская,Молодечненский,п. Чисть,54.2632175,27.109167,1639.0,1475.0,1475,550.0,9.0,916.0,7.0,15,1229,147,6.0,71.0,,,,,False,1.0,0.09966101694915254,0.8999389871873094,0.8332203389830508,False
05-036-0074,Минская,Молодечненский,г.п. Радошковичи,54.163713699999995,27.2311098,1578.0,1311.0,1311,424.0,53.0,834.0,26.0,24,499,647,15.0,87.0,13.0,1638.0,,327.0,True,,0.4935163996948894,0.8307984790874525,0.38062547673531655,False
05-036-0075,Минская,Молодечненский,г.п. Радошковичи,54.1529706,27.2458502,1560.0,1050.0,1050,206.0,26.0,818.0,4.0,5,471,507,1.0,62.0,0.0,1579.0,0.0,529.0,False,,0.4828571428571429,0.6730769230769231,0.44857142857142857,False
05-036-0076,Минская,Молодечненский,г.п. Радошковичи,54.1496794,27.2521841,1655.0,1173.0,1173,225.0,20.0,928.0,23.0,18,524,503,18.0,87.0,,,,,False,,0.4288150042625746,0.7087613293051359,0.44671781756180734,False
05-037-0016,Минская,Мядельский,г.п. Кривичи,54.710199200000005,27.290175800000004,1337.0,1160.0,1160,380.0,207.0,573.0,16.0,31,618,407,9.0,79.0,,,,,False,1.0,0.35086206896551725,0.8676140613313388,0.5327586206896552,False
05-038-0001,Минская,Несвижский,г.Несвиж,53.2294031,26.6546722,2004.0,1708.0,1708,479.0,66.0,1163.0,41.0,27,926,528,20.0,166.0,,,,,False,6.0,0.3091334894613583,0.8522954091816367,0.5421545667447307,False
05-038-0003,Минская,Несвижский,г.Несвиж,53.2230964,26.6820359,1116.0,1047.0,1047,321.0,62.0,664.0,5.0,7,811,196,13.0,8.0,7.0,1166.0,2.0,117.0,False,,0.1872015281757402,0.9381720430107527,0.7745940783190067,False
05-038-0004,Минская,Несвижский,г.Несвиж,53.222904500000006,26.6708336,2762.0,2496.0,2491,719.0,74.0,1703.0,49.0,38,1147,1061,34.0,162.0,,,,,False,3.0,0.42593336009634686,0.9036929761042722,0.460457647531112,False
05-038-0014,Минская,Несвижский,аг. Лань,53.148498200000006,26.6809374,1134.0,1082.0,1082,447.0,344.0,291.0,9.0,11,832,191,6.0,33.0,,,,,False,3.0,0.17652495378927913,0.9541446208112875,0.7689463955637708,False
05-038-0032,Минская,Несвижский,аг. Снов,53.222149,26.400944,1519.0,1265.0,1265,572.0,58.0,635.0,18.0,15,1018,173,20.0,21.0,,,,,False,1.0,0.1367588932806324,0.8327847267939433,0.8047430830039526,False
05-039-0005,Минская,Пуховичский,г.п. Свислочь,53.6447284,27.9217146,1635.0,1478.0,1478,628.0,32.0,818.0,29.0,21,726,593,18.0,91.0,,,,,False,2.0,0.40121786197564274,0.9039755351681957,0.4912043301759134,False
05-039-0007,Минская,Пуховичский,пос. Дружный,53.623250799999994,27.902421500000003,1582.0,1263.0,1263,401.0,19.0,843.0,19.0,19,764,370,30.0,55.0,6.0,1630.0,,367.0,False,4.0,0.2929532858273951,0.7983565107458913,0.6049089469517023,False
05-039-0009,Минская,Пуховичский,пос. Дружный,53.6161532,27.8903908,1473.0,1052.0,1052,211.0,11.0,830.0,10.0,42,557,368,12.0,63.0,,,,,False,7.0,0.34980988593155893,0.7141887304820095,0.529467680608365,False
05-039-0010,Минская,Пуховичский,пос. Дружный,53.626393500000006,27.899249199999996,1357.0,1022.0,1022,495.0,2.0,525.0,3.0,5,625,376,4.0,6.0,3.0,1410.0,3.0,385.0,False,1.0,0.3679060665362035,0.7531319086219602,0.6115459882583171,False
05-039-0011,Минская,Пуховичский,пос. Дружный,53.6182506,27.8933538,1462.0,907.0,907,154.0,7.0,746.0,28.0,14,267,508,21.0,69.0,,,,,False,,0.5600882028665931,0.6203830369357045,0.29437706725468576,False
05-039-0012,Минская,Пуховичский,агрогородок Блонь,53.5234267,28.1780735,2098.0,1932.0,1932,779.0,144.0,1009.0,11.0,19,1368,489,5.0,40.0,,,,,False,,0.2531055900621118,0.9208770257387988,0.7080745341614907,False
05-039-0017,Минская,Пуховичский,д. Моторово,53.74077,27.8634251,388.0,326.0,326,131.0,39.0,156.0,7.0,9,169,144,4.0,-7.0,,,,,False,,0.44171779141104295,0.8402061855670103,0.5184049079754601,False
05-039-0020,Минская,Пуховичский,агрогородок Дукора,53.6677071,27.9605162,1101.0,1029.0,1029,476.0,60.0,493.0,4.0,14,910,54,3.0,44.0,,,,,False,,0.052478134110787174,0.9346049046321526,0.8843537414965986,False
05-039-0028,Минская,Пуховичский,агрогородок Озеричино,53.5752224,27.754878100000003,319.0,280.0,280,147.0,60.0,,6.0,2,183,74,1.0,14.0,,,,,True,,0.2642857142857143,0.877742946708464,0.6535714285714286,False
05-039-0032,Минская,Пуховичский,д. Затитова Слобода,53.510949,28.2784153,365.0,324.0,324,101.0,59.0,164.0,,6,272,19,,27.0,,360.0,,36.0,True,12.0,0.05864197530864197,0.8876712328767123,0.8395061728395061,False
05-039-0042,Минская,Пуховичский,г. Марьина Горка,53.5183064,28.142422999999997,2204.0,1813.0,1813,998.0,20.0,795.0,26.0,15,1173,442,20.0,137.0,,,,,False,,0.24379481522338664,0.8225952813067151,0.6469939327082185,False
05-039-0046,Минская,Пуховичский,г. Марьина Горка,53.50960500000001,28.1488582,1596.0,1516.0,1516,532.0,317.0,667.0,18.0,26,1092,353,6.0,4.0,3.0,1680.0,2.0,162.0,False,1.0,0.2328496042216359,0.949874686716792,0.7203166226912929,False
05-039-0048,Минская,Пуховичский,г. Марьина Горка,53.4997776,28.1696423,2263.0,1672.0,1666,582.0,27.0,1057.0,44.0,23,1048,381,23.0,136.0,11.0,2290.0,,618.0,False,1.0,0.22869147659063627,0.7388422448077773,0.6290516206482593,False
05-039-0050,Минская,Пуховичский,г. Марьина Горка,53.5037014,28.172499900000002,2660.0,2434.0,2434,1090.0,7.0,1337.0,34.0,24,2006,333,17.0,20.0,,,,,False,1.0,0.13681183237469186,0.9150375939849624,0.8241577649958916,False
05-040-0002,Минская,Слуцкий,г. Слуцк,53.030875,27.553543800000003,2367.0,1972.0,1972,681.0,28.0,1263.0,29.0,26,804,954,35.0,124.0,,,,,False,,0.48377281947261663,0.8331220954795099,0.4077079107505071,False
05-040-0003,Минская,Слуцкий,г. Слуцк,53.032031200000006,27.558421600000003,1274.0,1034.0,1030,523.0,48.0,459.0,17.0,23,768,90,27.0,79.0,26.0,1338.0,0.0,304.0,False,5.0,0.08737864077669903,0.8116169544740973,0.7456310679611651,False
05-040-0008,Минская,Слуцкий,г. Слуцк,53.041466299999996,27.5664864,1823.0,1740.0,1740,595.0,35.0,1110.0,46.0,23,887,663,38.0,83.0,,,,,False,,0.3810344827586207,0.9544706527701591,0.5097701149425288,False
05-040-0013,Минская,Слуцкий,г. Слуцк,53.0308482,27.581037800000004,2115.0,1734.0,1734,888.0,67.0,779.0,20.0,13,1352,156,18.0,163.0,12.0,2221.0,,487.0,False,5.0,0.08996539792387544,0.8198581560283688,0.7797001153402537,False
05-040-0015,Минская,Слуцкий,г. Слуцк,53.042498,27.5894499,2485.0,2120.0,2120,994.0,73.0,1053.0,33.0,12,1714,174,42.0,127.0,12.0,2605.0,2.0,483.0,False,1.0,0.0820754716981132,0.8531187122736419,0.8084905660377358,False
05-040-0018,Минская,Слуцкий,г. Слуцк,53.006612,27.565393199999995,1286.0,1195.0,1195,334.0,23.0,838.0,18.0,20,534,510,16.0,97.0,,,,,False,,0.42677824267782427,0.9292379471228616,0.44686192468619246,False
05-040-0019,Минская,Слуцкий,г. Слуцк,53.0162289,27.5574076,1812.0,1812.0,1651,684.0,26.0,941.0,26.0,17,945,557,18.0,88.0,,,,,False,5.0,0.33737129012719563,1.0,0.5723803755299818,False
05-040-0022,Минская,Слуцкий,г. Слуцк,53.0178783,27.5458219,220.0,198.0,198,109.0,19.0,70.0,2.0,2,159,15,3.0,17.0,,,,,False,,0.07575757575757576,0.9,0.803030303030303,False
05-040-0024,Минская,Слуцкий,г. Слуцк,53.0064286,27.524570100000002,2068.0,1654.0,1654,971.0,44.0,639.0,5.0,3,1391,119,5.0,131.0,,,,,False,,0.07194679564691657,0.7998065764023211,0.8409915356711004,False
05-040-0026,Минская,Слуцкий,г. Слуцк,53.0014372,27.5197971,1197.0,936.0,936,543.0,21.0,393.0,20.0,33,672,79,25.0,87.0,20.0,1257.0,,321.0,False,,0.08440170940170941,0.7819548872180451,0.717948717948718,False
05-040-0028,Минская,Слуцкий,г. Слуцк,53.022305599999996,27.5431984,1082.0,944.0,944,200.0,41.0,703.0,22.0,11,514,294,18.0,73.0,12.0,1136.0,,192.0,False,3.0,0.3114406779661017,0.8724584103512015,0.5444915254237288,False
05-040-0029,Минская,Слуцкий,г. Слуцк,53.0308482,27.581037800000004,860.0,708.0,708,234.0,19.0,455.0,11.0,8,584,48,7.0,50.0,,,,,False,8.0,0.06779661016949153,0.8232558139534883,0.8248587570621468,False
05-040-0063,Минская,Слуцкий,аг. Лучники,53.038634200000004,27.522895799999997,1702.0,1459.0,1458,288.0,292.0,878.0,36.0,18,698,565,28.0,95.0,18.0,1786.0,,327.0,False,6.0,0.38751714677640603,0.8572267920094007,0.4787379972565158,False
05-041-0005,Минская,Смолевичский,г. Смолевичи,54.0182581,28.095341100000002,1106.0,914.0,914,283.0,32.0,599.0,1.0,2,524,379,3.0,3.0,2.0,1335.0,,221.0,False,11.0,0.41466083150984684,0.8264014466546112,0.5733041575492341,False
05-041-0008,Минская,Смолевичский,г. Смолевичи,54.017193000000006,28.062239,1458.0,1177.0,1177,373.0,6.0,798.0,17.0,27,264,478,28.0,353.0,10.0,1540.0,,363.0,True,,0.40611724723874254,0.8072702331961591,0.22429906542056074,False
05-041-0011,Минская,Смолевичский,аг. Драчково,53.8178963,28.0766744,1165.0,1036.0,1036,582.0,215.0,239.0,3.0,7,844,167,3.0,12.0,,1220.0,,184.0,False,,0.1611969111969112,0.8892703862660944,0.8146718146718147,False
05-041-0012,Минская,Смолевичский,аг. Будагово,54.1417673,28.3078146,1132.0,1002.0,1002,510.0,205.0,287.0,14.0,10,568,391,3.0,16.0,,,,,False,,0.3902195608782435,0.8851590106007067,0.5668662674650699,False
05-041-0017,Минская,Смолевичский,д.Орешники,53.979113,27.9688773,670.0,607.0,607,294.0,,313.0,4.0,11,522,44,9.0,17.0,,,,,False,4.0,0.07248764415156507,0.9059701492537313,0.8599670510708401,False
05-041-0018,Минская,Смолевичский,аг. Алесино,53.953625699999996,28.240080199999998,788.0,610.0,610,117.0,155.0,338.0,3.0,5,524,29,3.0,46.0,,,,,False,,0.047540983606557376,0.7741116751269036,0.8590163934426229,False
05-041-0019,Минская,Смолевичский,д. Курганье,53.9394042,28.359269,305.0,274.0,274,103.0,56.0,115.0,2.0,2,241,5,3.0,21.0,,,,,False,,0.01824817518248175,0.898360655737705,0.8795620437956204,False
05-041-0021,Минская,Смолевичский,аг. Слобода,54.0092372,27.875749100000004,2489.0,,1891,375.0,44.0,1472.0,37.0,30,988,543,23.0,270.0,,,,,False,2.0,0.28714965626652567,,0.5224748810153358,False
05-041-0022,Минская,Смолевичский,аг. Слобода,54.009735899999995,27.884556,1201.0,1190.0,1190,105.0,581.0,504.0,12.0,14,589,530,9.0,36.0,,,,,False,1.0,0.44537815126050423,0.9908409658617818,0.49495798319327733,False
05-041-0025,Минская,Смолевичский,д. Заречье,53.829547999999996,27.975487,1085.0,936.0,936,478.0,138.0,320.0,3.0,4,598,244,2.0,29.0,56.0,1130.0,,194.0,False,,0.2606837606837607,0.8626728110599078,0.6388888888888888,False
05-041-0026,Минская,Смолевичский,д. Волма,53.885023,27.909856,431.0,352.0,352,67.0,100.0,185.0,2.0,3,273,69,4.0,1.0,,,,,False,,0.19602272727272727,0.8167053364269141,0.7755681818181818,False
05-041-0027,Минская,Смолевичский,пос. Октябрьский,55.613264,37.974478999999995,2217.0,1863.0,1863,942.0,15.0,906.0,79.0,28,1598,89,22.0,47.0,,,,,False,,0.04777241009125067,0.8403247631935047,0.8577563070316694,False
05-041-0028,Минская,Смолевичский,д. Заречье,54.0190757,28.141000399999996,1408.0,1383.0,1383,256.0,311.0,816.0,51.0,41,714,457,53.0,46.0,21.0,1480.0,0.0,97.0,False,22.0,0.3304410701373825,0.9822443181818182,0.5162689804772235,False
05-041-0030,Минская,Смолевичский,д. Прилепы,54.0751373,27.829610600000002,1173.0,,813,137.0,112.0,564.0,12.0,10,279,444,10.0,44.0,13.0,1230.0,1.0,416.0,False,2.0,0.5461254612546126,,0.34317343173431736,False
05-041-0032,Минская,Смолевичский,пос. Усяж,54.0770438,28.004234399999998,1445.0,1271.0,1271,725.0,63.0,483.0,23.0,22,872,300,26.0,28.0,,,,,False,,0.23603461841070023,0.8795847750865052,0.6860739575137687,False
05-041-0035,Минская,Смолевичский,г. Смолевичи,54.017193000000006,28.062239,1420.0,1018.0,1018,278.0,15.0,725.0,21.0,18,257,521,11.0,176.0,14.0,1500.0,1.0,481.0,False,,0.5117878192534381,0.7169014084507043,0.25245579567779963,False
05-042-0003,Минская,Солигорский,г. Солигорск,52.780020400000005,27.5373299,2712.0,2306.0,2306,1330.0,31.0,945.0,22.0,46,1757,163,45.0,205.0,68.0,2890.0,1.0,583.0,False,4.0,0.07068516912402428,0.8502949852507374,0.761925411968777,False
05-042-0005,Минская,Солигорский,г. Солигорск,52.783309200000005,27.547661600000005,2657.0,2524.0,2524,1122.0,40.0,1362.0,50.0,38,1918,202,13.0,303.0,,,,,False,,0.08003169572107766,0.9499435453519006,0.7599049128367671,False
05-042-0006,Минская,Солигорский,г. Солигорск,52.7901083,27.548109999999998,2744.0,2419.0,2419,1168.0,35.0,1216.0,38.0,38,1878,220,43.0,168.0,34.0,2860.0,1.0,440.0,False,4.0,0.0909466721785862,0.8815597667638484,0.7763538652335676,False
05-042-0007,Минская,Солигорский,г. Солигорск,52.7901083,27.548109999999998,2550.0,2271.0,2271,1252.0,32.0,987.0,56.0,27,1728,184,20.0,224.0,32.0,2670.0,0.0,399.0,False,,0.08102157639806253,0.8905882352941177,0.760898282694848,False
05-042-0013,Минская,Солигорский,г. Солигорск,52.78603670000001,27.533803600000002,2836.0,2452.0,2452,1188.0,63.0,1201.0,47.0,52,1905,191,32.0,218.0,7.0,2948.0,2.0,494.0,False,2.0,0.07789559543230017,0.8645980253878702,0.7769168026101142,False
05-042-0015,Минская,Солигорский,г. Солигорск,52.788932700000004,27.5272479,2482.0,2099.0,2099,1012.0,16.0,1071.0,8.0,70,1586,215,9.0,143.0,68.0,2582.0,1.0,482.0,False,5.0,0.10242972844211529,0.8456889605157132,0.755597903763697,False
05-042-0017,Минская,Солигорский,г. Солигорск,52.789612600000005,27.525039399999997,2832.0,2372.0,2372,883.0,12.0,1474.0,55.0,31,1881,195,30.0,180.0,,,,,False,1.0,0.08220910623946037,0.8375706214689266,0.7930016863406408,False
05-042-0018,Минская,Солигорский,г. Солигорск,52.789612600000005,27.525039399999997,2760.0,2660.0,2660,1123.0,16.0,1521.0,63.0,37,1984,213,84.0,266.0,13.0,2890.0,,230.0,False,3.0,0.08007518796992481,0.9637681159420289,0.7458646616541353,False
05-042-0019,Минская,Солигорский,г. Солигорск,52.789612600000005,27.525039399999997,2804.0,2464.0,2464,1129.0,13.0,1322.0,74.0,49,1818,246,25.0,246.0,6.0,2950.0,,486.0,False,1.0,0.09983766233766234,0.8787446504992867,0.7378246753246753,False
05-042-0023,Минская,Солигорский,г. Солигорск,52.78893829999999,27.512624199999998,2805.0,2545.0,2545,1104.0,20.0,1421.0,51.0,25,1934,204,30.0,301.0,,,,,False,,0.08015717092337918,0.9073083778966132,0.7599214145383104,False
05-042-0033,Минская,Солигорский,г.п. Старобин,52.7333333,27.4666667,1778.0,1555.0,1555,903.0,56.0,596.0,24.0,14,1251,121,24.0,73.0,48.0,1850.0,1.0,294.0,False,,0.07781350482315112,0.874578177727784,0.8045016077170418,False
05-042-0041,Минская,Солигорский,аг. Краснодворцы,52.805673999999996,27.438630699999997,995.0,925.0,925,386.0,112.0,427.0,24.0,24,345,427,23.0,73.0,9.0,1085.0,0.0,100.0,False,,0.4616216216216216,0.9296482412060302,0.372972972972973,False
05-042-0050,Минская,Солигорский,д. Гаврильчицы,52.638476600000004,27.092090999999996,712.0,608.0,608,240.0,84.0,284.0,2.0,4,308,216,3.0,75.0,,,,,False,,0.35526315789473684,0.8539325842696629,0.506578947368421,False
05-042-0056,Минская,Солигорский,д. Ясковичи,52.5725656,27.511525,445.0,396.0,396,108.0,191.0,97.0,4.0,6,279,80,9.0,15.0,3.0,405.0,0.0,9.0,False,,0.20202020202020202,0.8898876404494382,0.7045454545454546,False
05-042-0062,Минская,Солигорский,аг. Зажевичи,52.784786600000004,27.6401124,741.0,691.0,691,229.0,150.0,312.0,11.0,16,460,150,7.0,47.0,,,,,False,2.0,0.2170767004341534,0.9325236167341431,0.6657018813314037,False
05-043-0005,Минская,Стародорожский,г. Старые Дороги,53.0376922,28.237592600000003,1827.0,1585.0,1585,864.0,51.0,670.0,52.0,16,1071,244,27.0,145.0,30.0,1888.0,,303.0,False,2.0,0.15394321766561514,0.8675424192665572,0.6757097791798107,False
05-044-0002,Минская,Столбцовский,г.Столбцы,53.4780872,26.741431300000002,1848.0,1816.0,1816,778.0,98.0,940.0,21.0,17,1252,411,16.0,99.0,,,,,False,,0.2263215859030837,0.9826839826839827,0.6894273127753304,False
05-044-0004,Минская,Столбцовский,г.Столбцы,53.488935999999995,26.7477249,1570.0,1221.0,1221,252.0,12.0,957.0,27.0,9,343,731,29.0,66.0,16.0,1580.0,3.0,356.0,False,,0.5986895986895987,0.7777070063694268,0.2809172809172809,False
05-044-0005,Минская,Столбцовский,г.Столбцы,53.4807581,26.7193434,2138.0,2037.0,2037,722.0,9.0,1307.0,52.0,18,908,889,30.0,126.0,14.0,2147.0,1.0,109.0,False,3.0,0.436426116838488,0.9527595884003742,0.44575355915562104,False
05-044-0006,Минская,Столбцовский,г.Столбцы,53.4879864,26.739975,2214.0,2147.0,2147,837.0,43.0,1267.0,19.0,9,1578,248,19.0,259.0,15.0,2214.0,1.0,66.0,False,,0.11551001397298556,0.9697380307136405,0.7349790405216581,False
05-044-0007,Минская,Столбцовский,г.Столбцы,53.5027507,26.7559583,1756.0,1594.0,1594,493.0,30.0,1073.0,27.0,12,829,562,37.0,116.0,11.0,1844.0,2.0,248.0,True,,0.35257214554579674,0.907744874715262,0.5200752823086575,False
05-044-0010,Минская,Столбцовский,пос. Новоколосово,53.5204261,26.925180600000004,1209.0,1004.0,1004,436.0,40.0,528.0,23.0,11,512,352,8.0,85.0,13.0,1219.0,0.0,215.0,False,,0.350597609561753,0.8304383788254756,0.5099601593625498,False
05-044-0025,Минская,Столбцовский,аг. Засулье,53.5805929,26.8327821,794.0,794.0,661,159.0,163.0,339.0,15.0,19,343,230,7.0,47.0,,,,,False,,0.34795763993948564,1.0,0.518910741301059,False
05-045-0010,Минская,Узденский,аг. Войково,53.440432200000004,27.2590971,584.0,561.0,561,172.0,230.0,159.0,3.0,7,470,62,3.0,16.0,,,,,False,,0.11051693404634581,0.9606164383561644,0.8377896613190731,False
05-045-0012,Минская,Узденский,д. Теплень,53.5702951,27.565487,308.0,296.0,296,117.0,52.0,127.0,8.0,5,124,128,6.0,25.0,,,,,False,,0.43243243243243246,0.961038961038961,0.4189189189189189,False
05-045-0014,Минская,Узденский,аг. Дещенка,53.58052370000001,27.4570392,1090.0,1051.0,1051,330.0,185.0,536.0,10.0,13,574,396,11.0,34.0,13.0,1061.0,,10.0,False,3.0,0.37678401522359656,0.9642201834862385,0.5461465271170314,False
05-045-0018,Минская,Узденский,д. Кухтичи,53.46740129999999,27.1280978,692.0,625.0,625,129.0,323.0,173.0,9.0,14,392,168,6.0,20.0,16.0,720.0,,95.0,False,3.0,0.2688,0.903179190751445,0.6272,False
05-046-0019,Минская,Червенский,г.п. Смиловичи,53.7537706,28.0114647,2160.0,1743.0,1743,850.0,41.0,852.0,30.0,21,1391,173,23.0,105.0,,,,,False,15.0,0.09925415949512335,0.8069444444444445,0.7980493402180149,False
05-046-0022,Минская,Червенский,аг. Заполье,53.764531000000005,27.9939054,1806.0,1458.0,1458,556.0,27.0,875.0,29.0,17,671,648,18.0,70.0,5.0,1872.0,1.0,413.0,False,21.0,0.4444444444444444,0.8073089700996677,0.46021947873799723,False
05-141-0001,Минская,Минский,д. Боровляны,53.9880189,27.672925699999997,2225.0,1521.0,1520,357.0,2.0,1161.0,20.0,10,649,713,12.0,87.0,29.0,2300.0,1.0,779.0,False,11.0,0.46907894736842104,0.6835955056179776,0.42697368421052634,False
05-141-0003,Минская,Минский,д. Боровляны,53.9980757,27.681832399999998,2389.0,1550.0,1538,300.0,10.0,1240.0,28.0,17,291,1048,33.0,121.0,12.0,2483.0,0.0,933.0,False,,0.6814044213263979,0.6488070322310591,0.1892067620286086,False
05-141-0004,Минская,Минский,д. Боровляны,53.986043200000005,27.675644899999995,1818.0,1460.0,1460,409.0,2.0,1049.0,28.0,14,580,687,23.0,120.0,8.0,1937.0,0.0,477.0,False,7.0,0.47054794520547943,0.8030803080308031,0.3972602739726027,False
05-141-0005,Минская,Минский,д. Боровляны,53.9274465,27.622252000000003,2369.0,1486.0,1484,256.0,5.0,1223.0,32.0,13,323,1002,21.0,93.0,,,,,False,,0.6752021563342318,0.6272688898269312,0.21765498652291104,False
05-141-0006,Минская,Минский,д. Боровляны,53.904519799999996,27.560521,2486.0,,1847,515.0,16.0,1316.0,22.0,17,707,1004,12.0,85.0,,,,,False,12.0,0.5435841905793178,,0.3827828911748782,False
05-141-0007,Минская,Минский,д. Королев Стан,53.9891488,27.7944375,1325.0,1132.0,1132,391.0,115.0,626.0,27.0,14,698,356,8.0,20.0,9.0,1392.0,0.0,260.0,False,2.0,0.31448763250883394,0.8543396226415094,0.6166077738515902,False
05-141-0008,Минская,Минский,д. Лесковка,53.8847961,27.523286699999996,2144.0,1437.0,1437,198.0,14.0,1225.0,31.0,11,613,688,9.0,69.0,16.0,2175.0,4.0,734.0,False,3.0,0.47877522616562285,0.6702425373134329,0.4265831593597773,False
05-141-0009,Минская,Минский,д. Лесковка,53.8847961,27.523286699999996,1974.0,1428.0,1428,189.0,5.0,1234.0,22.0,14,567,705,4.0,106.0,10.0,2073.0,0.0,645.0,False,13.0,0.49369747899159666,0.723404255319149,0.39705882352941174,False
05-141-0011,Минская,Минский,аг. Лесной,54.0090172,27.6793201,1821.0,1089.0,1263,168.0,6.0,1089.0,17.0,10,178,947,10.0,96.0,5.0,1912.0,3.0,646.0,False,,0.7498020585906572,0.5980230642504119,0.14093428345209819,False
05-141-0012,Минская,Минский,аг. Лесной,54.0091205,27.6831098,1821.0,1279.0,1279,133.0,8.0,1138.0,13.0,14,183,960,15.0,80.0,14.0,1842.0,2.0,561.0,False,3.0,0.7505863956215794,0.7023613399231191,0.14308053166536355,False
